"abra_license"	"dcra_num"	"trade_name"	"abra_class"	"abra_endorsements"	"abra_status"	"dcra_status"	"category"	"dcra_start"	"dcra_exp"	"dcra_issue"	"address"	"city"	"state"	"zip"	"ward"	"anc"	"mpd_dist"	"lat"	"lng"
"ABRA-079854"	"69002251"	"ABP CORPORATION"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-03-01T00:00:00.000Z"	"2017-02-28T00:00:00.000Z"	"2015-04-05T00:00:00.000Z"	"1325 2ND STREET NE"	"WASHINGTON"	"DC"	"20002"	"6"	"6C"	"FIFTH"	"38.907797"	"-77.003164"
	"69008977"	"ABP CORPORATION"				"ACTIVE"	"Restaurant"	"2016-06-01T00:00:00.000Z"	"2018-05-31T00:00:00.000Z"	"2016-04-29T00:00:00.000Z"	"1401 I STREET NW"	"WASHINGTON"	"DC"	"20005"	"2"	"2F"	"SECOND"	"38.901667"	"-77.032422"
	"69008979"	"ABP CORPORATION"				"ACTIVE"	"Restaurant"	"2016-06-01T00:00:00.000Z"	"2018-05-31T00:00:00.000Z"	"2016-04-29T00:00:00.000Z"	"800 NORTH CAPITOL STREET NW"	"WASHINGTON"	"DC"	"20002"	"6"	"6C"	"FIRST"	"38.900505"	"-77.009728"
"ABRA-075607"	"69008884"	"ABP CORPORATION"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-17T00:00:00.000Z"	"1001 PENNSYLVANIA AVENUE NW"	"WASHINGTON"	"DC"	"20004"	"2"	"2C"	"FIRST"	"38.895047"	"-77.026505"
	"69008978"	"ABP CORPORATION"				"READY TO RENEW"	"Restaurant"	"2014-06-01T00:00:00.000Z"	"2016-05-31T00:00:00.000Z"	"2016-03-10T00:00:00.000Z"	"1101 VERMONT AVENUE NW"	"WASHINGTON"	"DC"	"20005"	"2"	"2F"	"SECOND"	"38.90402"	"-77.032444"
	"69008985"	"ABP CORPORATION"				"ACTIVE"	"Restaurant"	"2016-06-01T00:00:00.000Z"	"2018-05-31T00:00:00.000Z"	"2016-04-29T00:00:00.000Z"	"700 13TH STREET NW"	"WASHINGTON"	"DC"	"20005"	"2"	"2F"	"FIRST"	"38.898734"	"-77.03"
	"69008895"	"ABP CORPORATION"				"ACTIVE"	"Restaurant"	"2016-06-01T00:00:00.000Z"	"2018-05-31T00:00:00.000Z"	"2016-04-29T00:00:00.000Z"	"1801 L STREET NW"	"WASHINGTON"	"DC"	"20036"	"2"	"2B"	"SECOND"	"38.904138"	"-77.042111"
	"69008897"	"ABP CORPORATION"				"ACTIVE"	"Restaurant"	"2016-06-01T00:00:00.000Z"	"2018-05-31T00:00:00.000Z"	"2016-04-29T00:00:00.000Z"	"1850 M STREET NW"	"WASHINGTON"	"DC"	"20036"	"2"	"2B"	"SECOND"	"38.905362"	"-77.042948"
"ABRA-020060"	"69008888"	"ABP CORPORATION"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-06-01T00:00:00.000Z"	"2018-05-31T00:00:00.000Z"	"2016-04-29T00:00:00.000Z"	"2000 PENNSYLVANIA AVENUE NW"	"WASHINGTON"	"DC"	"20006"	"2"	"2A"	"SECOND"	"38.900355"	"-77.045776"
"ABRA-087627"	"69008983"	"ABP CORPORATION"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-06-01T00:00:00.000Z"	"2018-05-31T00:00:00.000Z"	"2016-04-29T00:00:00.000Z"	"1299 PENNSYLVANIA AVENUE NW"	"WASHINGTON"	"DC"	"20004"	"2"	"2F"	"FIRST"	"38.896324"	"-77.029318"
"ABRA-093794"	"69008983"	"ABP CORPORATION"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-06-01T00:00:00.000Z"	"2018-05-31T00:00:00.000Z"	"2016-04-29T00:00:00.000Z"	"1299 PENNSYLVANIA AVENUE NW"	"WASHINGTON"	"DC"	"20004"	"2"	"2F"	"FIRST"	"38.896324"	"-77.029318"
"ABRA-097189"	"69008983"	"ABP CORPORATION"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-06-01T00:00:00.000Z"	"2018-05-31T00:00:00.000Z"	"2016-04-29T00:00:00.000Z"	"1299 PENNSYLVANIA AVENUE NW"	"WASHINGTON"	"DC"	"20004"	"2"	"2F"	"FIRST"	"38.896324"	"-77.029318"
	"69008982"	"ABP CORPORATION"				"ACTIVE"	"Restaurant"	"2016-06-01T00:00:00.000Z"	"2018-05-31T00:00:00.000Z"	"2016-04-29T00:00:00.000Z"	"1724 L STREET NW"	"WASHINGTON"	"DC"	"20036"	"2"	"2B"	"SECOND"	"38.903659"	"-77.040135"
	"69008981"	"ABP CORPORATION"				"READY TO RENEW"	"Restaurant"	"2014-06-01T00:00:00.000Z"	"2016-05-31T00:00:00.000Z"	"2016-03-10T00:00:00.000Z"	"1701 PENNSYLVANIA AVENUE NW"	"WASHINGTON"	"DC"	"20006"	"2"	"2B"	"SECOND"	"38.899337"	"-77.039824"
	"69008977"	"ABP CORPORATION"				"READY TO RENEW"	"Restaurant"	"2014-06-01T00:00:00.000Z"	"2016-05-31T00:00:00.000Z"	"2016-03-10T00:00:00.000Z"	"1401 I STREET NW"	"WASHINGTON"	"DC"	"20005"	"2"	"2F"	"SECOND"	"38.901667"	"-77.032422"
	"69008979"	"ABP CORPORATION"				"READY TO RENEW"	"Restaurant"	"2014-06-01T00:00:00.000Z"	"2016-05-31T00:00:00.000Z"	"2016-03-10T00:00:00.000Z"	"800 NORTH CAPITOL STREET NW"	"WASHINGTON"	"DC"	"20002"	"6"	"6C"	"FIRST"	"38.900505"	"-77.009728"
	"69008985"	"ABP CORPORATION"				"READY TO RENEW"	"Restaurant"	"2014-06-01T00:00:00.000Z"	"2016-05-31T00:00:00.000Z"	"2016-03-10T00:00:00.000Z"	"700 13TH STREET NW"	"WASHINGTON"	"DC"	"20005"	"2"	"2F"	"FIRST"	"38.898734"	"-77.03"
	"69008978"	"ABP CORPORATION"				"READY TO RENEW"	"Restaurant"	"2014-06-01T00:00:00.000Z"	"2016-05-31T00:00:00.000Z"	"2016-03-10T00:00:00.000Z"	"1101 VERMONT AVENUE NW"	"WASHINGTON"	"DC"	"20005"	"2"	"2F"	"SECOND"	"38.90402"	"-77.032444"
	"69008895"	"ABP CORPORATION"				"READY TO RENEW"	"Restaurant"	"2014-06-01T00:00:00.000Z"	"2016-05-31T00:00:00.000Z"	"2016-03-10T00:00:00.000Z"	"1801 L STREET NW"	"WASHINGTON"	"DC"	"20036"	"2"	"2B"	"SECOND"	"38.904138"	"-77.042111"
	"69008897"	"ABP CORPORATION"				"READY TO RENEW"	"Restaurant"	"2014-06-01T00:00:00.000Z"	"2016-05-31T00:00:00.000Z"	"2016-03-10T00:00:00.000Z"	"1850 M STREET NW"	"WASHINGTON"	"DC"	"20036"	"2"	"2B"	"SECOND"	"38.905362"	"-77.042948"
"ABRA-020060"	"69008888"	"ABP CORPORATION"	"C"		"Active"	"READY TO RENEW"	"Restaurant"	"2014-06-01T00:00:00.000Z"	"2016-05-31T00:00:00.000Z"	"2016-03-10T00:00:00.000Z"	"2000 PENNSYLVANIA AVENUE NW"	"WASHINGTON"	"DC"	"20006"	"2"	"2A"	"SECOND"	"38.900355"	"-77.045776"
"ABRA-087627"	"69008983"	"ABP CORPORATION"	"C"		"Active"	"READY TO RENEW"	"Restaurant"	"2014-06-01T00:00:00.000Z"	"2016-05-31T00:00:00.000Z"	"2016-03-10T00:00:00.000Z"	"1299 PENNSYLVANIA AVENUE NW"	"WASHINGTON"	"DC"	"20004"	"2"	"2F"	"FIRST"	"38.896324"	"-77.029318"
"ABRA-093794"	"69008983"	"ABP CORPORATION"	"C"		"Active"	"READY TO RENEW"	"Restaurant"	"2014-06-01T00:00:00.000Z"	"2016-05-31T00:00:00.000Z"	"2016-03-10T00:00:00.000Z"	"1299 PENNSYLVANIA AVENUE NW"	"WASHINGTON"	"DC"	"20004"	"2"	"2F"	"FIRST"	"38.896324"	"-77.029318"
"ABRA-097189"	"69008983"	"ABP CORPORATION"	"C"		"Active"	"READY TO RENEW"	"Restaurant"	"2014-06-01T00:00:00.000Z"	"2016-05-31T00:00:00.000Z"	"2016-03-10T00:00:00.000Z"	"1299 PENNSYLVANIA AVENUE NW"	"WASHINGTON"	"DC"	"20004"	"2"	"2F"	"FIRST"	"38.896324"	"-77.029318"
	"69008982"	"ABP CORPORATION"				"READY TO RENEW"	"Restaurant"	"2014-06-01T00:00:00.000Z"	"2016-05-31T00:00:00.000Z"	"2016-03-10T00:00:00.000Z"	"1724 L STREET NW"	"WASHINGTON"	"DC"	"20036"	"2"	"2B"	"SECOND"	"38.903659"	"-77.040135"
"ABRA-012509"	"69008980"	"ABP CORPORTION"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-17T00:00:00.000Z"	"50 MASSACHUSETTS AVENUE NE"	"WASHINGTON"	"DC"	"20002"	"6"	"6C"	"FIRST"	"38.897539"	"-77.006179"
"ABRA-013327"	"69008980"	"ABP CORPORTION"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-17T00:00:00.000Z"	"50 MASSACHUSETTS AVENUE NE"	"WASHINGTON"	"DC"	"20002"	"6"	"6C"	"FIRST"	"38.897539"	"-77.006179"
"ABRA-013377"	"69008980"	"ABP CORPORTION"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-17T00:00:00.000Z"	"50 MASSACHUSETTS AVENUE NE"	"WASHINGTON"	"DC"	"20002"	"6"	"6C"	"FIRST"	"38.897539"	"-77.006179"
"ABRA-013855"	"69008980"	"ABP CORPORTION"	"A"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-17T00:00:00.000Z"	"50 MASSACHUSETTS AVENUE NE"	"WASHINGTON"	"DC"	"20002"	"6"	"6C"	"FIRST"	"38.897539"	"-77.006179"
"ABRA-025040"	"69008980"	"ABP CORPORTION"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-17T00:00:00.000Z"	"50 MASSACHUSETTS AVENUE NE"	"WASHINGTON"	"DC"	"20002"	"6"	"6C"	"FIRST"	"38.897539"	"-77.006179"
"ABRA-026658"	"69008980"	"ABP CORPORTION"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-17T00:00:00.000Z"	"50 MASSACHUSETTS AVENUE NE"	"WASHINGTON"	"DC"	"20002"	"6"	"6C"	"FIRST"	"38.897539"	"-77.006179"
"ABRA-092075"	"69008980"	"ABP CORPORTION"	"D"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-17T00:00:00.000Z"	"50 MASSACHUSETTS AVENUE NE"	"WASHINGTON"	"DC"	"20002"	"6"	"6C"	"FIRST"	"38.897539"	"-77.006179"
"ABRA-094919"	"69008980"	"ABP CORPORTION"	"D"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-17T00:00:00.000Z"	"50 MASSACHUSETTS AVENUE NE"	"WASHINGTON"	"DC"	"20002"	"6"	"6C"	"FIRST"	"38.897539"	"-77.006179"
"ABRA-097214"	"69008980"	"ABP CORPORTION"	"D"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-17T00:00:00.000Z"	"50 MASSACHUSETTS AVENUE NE"	"WASHINGTON"	"DC"	"20002"	"6"	"6C"	"FIRST"	"38.897539"	"-77.006179"
"ABRA-099949"	"69008980"	"ABP CORPORTION"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-17T00:00:00.000Z"	"50 MASSACHUSETTS AVENUE NE"	"WASHINGTON"	"DC"	"20002"	"6"	"6C"	"FIRST"	"38.897539"	"-77.006179"
"ABRA-012509"	"69008980"	"ABP CORPORTION"	"C"		"Active"	"READY TO BATCH PRINT"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-03-31T00:00:00.000Z"	"50 MASSACHUSETTS AVENUE NE"	"WASHINGTON"	"DC"	"20002"	"6"	"6C"	"FIRST"	"38.897539"	"-77.006179"
"ABRA-013327"	"69008980"	"ABP CORPORTION"	"C"		"Active"	"READY TO BATCH PRINT"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-03-31T00:00:00.000Z"	"50 MASSACHUSETTS AVENUE NE"	"WASHINGTON"	"DC"	"20002"	"6"	"6C"	"FIRST"	"38.897539"	"-77.006179"
"ABRA-013377"	"69008980"	"ABP CORPORTION"	"C"		"Active"	"READY TO BATCH PRINT"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-03-31T00:00:00.000Z"	"50 MASSACHUSETTS AVENUE NE"	"WASHINGTON"	"DC"	"20002"	"6"	"6C"	"FIRST"	"38.897539"	"-77.006179"
"ABRA-013855"	"69008980"	"ABP CORPORTION"	"A"		"Active"	"READY TO BATCH PRINT"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-03-31T00:00:00.000Z"	"50 MASSACHUSETTS AVENUE NE"	"WASHINGTON"	"DC"	"20002"	"6"	"6C"	"FIRST"	"38.897539"	"-77.006179"
"ABRA-025040"	"69008980"	"ABP CORPORTION"	"C"		"Active"	"READY TO BATCH PRINT"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-03-31T00:00:00.000Z"	"50 MASSACHUSETTS AVENUE NE"	"WASHINGTON"	"DC"	"20002"	"6"	"6C"	"FIRST"	"38.897539"	"-77.006179"
"ABRA-026658"	"69008980"	"ABP CORPORTION"	"C"		"Active"	"READY TO BATCH PRINT"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-03-31T00:00:00.000Z"	"50 MASSACHUSETTS AVENUE NE"	"WASHINGTON"	"DC"	"20002"	"6"	"6C"	"FIRST"	"38.897539"	"-77.006179"
"ABRA-092075"	"69008980"	"ABP CORPORTION"	"D"		"Active"	"READY TO BATCH PRINT"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-03-31T00:00:00.000Z"	"50 MASSACHUSETTS AVENUE NE"	"WASHINGTON"	"DC"	"20002"	"6"	"6C"	"FIRST"	"38.897539"	"-77.006179"
"ABRA-094919"	"69008980"	"ABP CORPORTION"	"D"		"Active"	"READY TO BATCH PRINT"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-03-31T00:00:00.000Z"	"50 MASSACHUSETTS AVENUE NE"	"WASHINGTON"	"DC"	"20002"	"6"	"6C"	"FIRST"	"38.897539"	"-77.006179"
"ABRA-097214"	"69008980"	"ABP CORPORTION"	"D"		"Active"	"READY TO BATCH PRINT"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-03-31T00:00:00.000Z"	"50 MASSACHUSETTS AVENUE NE"	"WASHINGTON"	"DC"	"20002"	"6"	"6C"	"FIRST"	"38.897539"	"-77.006179"
"ABRA-099949"	"69008980"	"ABP CORPORTION"	"C"		"Active"	"READY TO BATCH PRINT"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-03-31T00:00:00.000Z"	"50 MASSACHUSETTS AVENUE NE"	"WASHINGTON"	"DC"	"20002"	"6"	"6C"	"FIRST"	"38.897539"	"-77.006179"
"ABRA-090241"	"931313000104"	"ABSOLUTE NOODLE"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-01-01T00:00:00.000Z"	"2016-12-31T00:00:00.000Z"	"2014-12-19T00:00:00.000Z"	"772 5TH STREET NW"	"WASHINGTON"	"DC"	"20001"	"2"	"6C"	"FIRST"	"38.899189"	"-77.019185"
"ABRA-007053"	"931312000112"	"AC ADAMS LLC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-01-01T00:00:00.000Z"	"2017-12-31T00:00:00.000Z"	"2015-12-23T00:00:00.000Z"	"1811 COLUMBIA ROAD NW"	"WASHINGTON"	"DC"	"20009"	"1"	"1C"	"THIRD"	"38.922119"	"-77.04354"
"ABRA-085865"	"931312000112"	"AC ADAMS LLC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-01-01T00:00:00.000Z"	"2017-12-31T00:00:00.000Z"	"2015-12-23T00:00:00.000Z"	"1811 COLUMBIA ROAD NW"	"WASHINGTON"	"DC"	"20009"	"1"	"1C"	"THIRD"	"38.922119"	"-77.04354"
"ABRA-080916"	"69004079"	"ACACIA SKYLAN INC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"4340 CONNECTICUT AVENUE NW"	"WASHINGTON"	"DC"	"20008"	"3"	"3F"	"SECOND"	"38.946226"	"-77.065201"
"ABRA-080916"	"69004079"	"ACACIA SKYLAN INC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"4340 CONNECTICUT AVENUE NW"	"WASHINGTON"	"DC"	"20008"	"3"	"3F"	"SECOND"	"38.946226"	"-77.065201"
	"931313000127"	"ACCOUNTING C/O JAC-USDA INC"				"ACTIVE"	"Restaurant"	"2015-01-01T00:00:00.000Z"	"2016-12-31T00:00:00.000Z"	"2015-01-01T00:00:00.000Z"	"1400 INDEPENDENCE AVENUE SW"	"WASHINGTON"	"DC"	"20250"	"6"	"6D"	"FIRST"	"38.886717"	"-77.030035"
	"931313000128"	"ACCOUNTING C/O JAC-USDA INC"				"ACTIVE"	"Restaurant"	"2015-01-01T00:00:00.000Z"	"2016-12-31T00:00:00.000Z"	"2015-01-01T00:00:00.000Z"	"1400 INDEPENDENCE AVENUE SW"	"WASHINGTON"	"DC"	"20250"	"6"	"6D"	"FIRST"	"38.886717"	"-77.030035"
	"931313000126"	"ACCOUNTING C/O JAC-USDA INC"				"ACTIVE"	"Restaurant"	"2015-01-01T00:00:00.000Z"	"2016-12-31T00:00:00.000Z"	"2015-01-01T00:00:00.000Z"	"1400 INDEPENDENCE AVENUE SW"	"WASHINGTON"	"DC"	"20250"	"6"	"6D"	"FIRST"	"38.886717"	"-77.030035"
"ABRA-078677"	"69009127"	"ACCOUNTS PAYABLE"	"D"		"Active"	"ACTIVE"	"Restaurant"	"2015-10-01T00:00:00.000Z"	"2017-09-30T00:00:00.000Z"	"2015-09-13T00:00:00.000Z"	"1400 IRVING STREET NW"	"WASHINGTON"	"DC"	"20010"	"1"	"1A"	"THIRD"	"38.928523"	"-77.033621"
"ABRA-086384"	"69009127"	"ACCOUNTS PAYABLE"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-10-01T00:00:00.000Z"	"2017-09-30T00:00:00.000Z"	"2015-09-13T00:00:00.000Z"	"1400 IRVING STREET NW"	"WASHINGTON"	"DC"	"20010"	"1"	"1A"	"THIRD"	"38.928523"	"-77.033621"
"ABRA-086419"	"69009127"	"ACCOUNTS PAYABLE"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-10-01T00:00:00.000Z"	"2017-09-30T00:00:00.000Z"	"2015-09-13T00:00:00.000Z"	"1400 IRVING STREET NW"	"WASHINGTON"	"DC"	"20010"	"1"	"1A"	"THIRD"	"38.928523"	"-77.033621"
	"931312000097"	"ACHIEVEMENT PREPARATORY ACADEMY"				"ACTIVE"	"Restaurant"	"2015-12-01T00:00:00.000Z"	"2017-11-30T00:00:00.000Z"	"2015-11-15T00:00:00.000Z"	"908 WAHLER PLACE SE"	"WASHINGTON"	"DC"	"20032"	"8"	"8E"	"SEVENTH"	"38.834328"	"-76.992269"
	"67006249"	"ACOLYTE, INC."				"ACTIVE"	"Restaurant"	"2015-11-01T00:00:00.000Z"	"2017-10-31T00:00:00.000Z"	"2015-08-17T00:00:00.000Z"	"901 E STREET NW"	"WASHINGTON"	"DC"	"20004"	"2"	"2C"	"FIRST"	"38.896438"	"-77.024337"
"ABRA-075871"	"68004085"	"ACOTT VENTURES LLC"	"C"		"Active"	"READY TO RENEW"	"Restaurant"	"2014-06-01T00:00:00.000Z"	"2016-05-31T00:00:00.000Z"	"2016-03-10T00:00:00.000Z"	"2131 K STREET NW"	"WASHINGTON"	"DC"	"20037"	"2"	"2A"	"SECOND"	"38.902892"	"-77.047666"
"ABRA-075871"	"68004085"	"ACOTT VENTURES LLC"	"C"		"Active"	"READY TO RENEW"	"Restaurant"	"2014-06-01T00:00:00.000Z"	"2016-05-31T00:00:00.000Z"	"2016-03-10T00:00:00.000Z"	"2131 K STREET NW"	"WASHINGTON"	"DC"	"20037"	"2"	"2A"	"SECOND"	"38.902892"	"-77.047666"
"ABRA-078677"	"931316000054"	"ACRE 121"	"D"		"Active"	"ACTIVE"	"Restaurant"	"2016-01-01T00:00:00.000Z"	"2017-12-31T00:00:00.000Z"	"2016-01-06T00:00:00.000Z"	"1400 IRVING STREET NW"	"WASHINGTON"	"DC"	"20010"	"1"	"1A"	"THIRD"	"38.928523"	"-77.033621"
"ABRA-086384"	"931316000054"	"ACRE 121"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-01-01T00:00:00.000Z"	"2017-12-31T00:00:00.000Z"	"2016-01-06T00:00:00.000Z"	"1400 IRVING STREET NW"	"WASHINGTON"	"DC"	"20010"	"1"	"1A"	"THIRD"	"38.928523"	"-77.033621"
"ABRA-086419"	"931316000054"	"ACRE 121"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-01-01T00:00:00.000Z"	"2017-12-31T00:00:00.000Z"	"2016-01-06T00:00:00.000Z"	"1400 IRVING STREET NW"	"WASHINGTON"	"DC"	"20010"	"1"	"1A"	"THIRD"	"38.928523"	"-77.033621"
	"68005803"	"ACT CENTER"				"ACTIVE"	"Restaurant"	"2014-09-01T00:00:00.000Z"	"2016-08-31T00:00:00.000Z"	"2014-07-12T00:00:00.000Z"	"1025 31ST STREET NW"	"WASHINGTON"	"DC"	"20007"	"2"	"2E"	"SECOND"	"38.903347"	"-77.06096"
	"70101044"	"ADAMS MORGAN COFFEE SHOP"				"ACTIVE"	"Restaurant"	"2016-02-01T00:00:00.000Z"	"2018-01-31T00:00:00.000Z"	"2016-01-15T00:00:00.000Z"	"2204 18TH STREET NW"	"WASHINGTON"	"DC"	"20009"	"1"	"1C"	"THIRD"	"38.919048"	"-77.041828"
	"66004778"	"ADAMS MORGAN SPAGHETTI GARDENS, INC."				"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"						"NONE"		"0"	"0"
	"66004778"	"ADAMS MORGAN SPAGHETTI GARDENS, INC."				"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"						"NONE"		"0"	"0"
	"931314000059"	"ADAMS MORGAN SUBWAY INC"				"ACTIVE"	"Restaurant"	"2015-12-01T00:00:00.000Z"	"2017-11-30T00:00:00.000Z"	"2015-10-28T00:00:00.000Z"	"2469 18TH STREET NW"	"WASHINGTON"	"DC"	"20009"	"1"	"1C"	"THIRD"	"38.922228"	"-77.042239"
	"931312000167"	"ADDIS BUSINESS ENHANCEMENT LLC"				"ACTIVE"	"Restaurant"	"2016-03-01T00:00:00.000Z"	"2018-02-28T00:00:00.000Z"	"2016-02-24T00:00:00.000Z"	"2118 18TH STREET NW"	"WASHINGTON"	"DC"	"20009"	"1"	"1C"	"THIRD"	"38.918495"	"-77.041888"
"ABRA-097534"	"931315000076"	"ADDIS ETHIOPIAN RESTAURANT L.L.C."	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-01-01T00:00:00.000Z"	"2016-12-31T00:00:00.000Z"	"2015-01-22T00:00:00.000Z"	"707 H STREET NE"	"WASHINGTON"	"DC"	"20002"	"6"	"6C"	"FIRST"	"38.899921"	"-76.995784"
	"931314000168"	"ADONAI AMERICA'S BEST WINGS INC."				"ACTIVE"	"Restaurant"	"2016-04-01T00:00:00.000Z"	"2018-03-31T00:00:00.000Z"	"2016-05-04T00:00:00.000Z"	"4524 BENNING ROAD SE"	"WASHINGTON"	"DC"	"20019"	"7"	"7E"	"SIXTH"	"38.889488"	"-76.936782"
"ABRA-000001"	"64000689"	"AE K YI"	"C"		"Active"	"READY TO RENEW"	"Restaurant"	"2014-07-01T00:00:00.000Z"	"2016-06-30T00:00:00.000Z"	"2016-04-08T00:00:00.000Z"	"529 14TH STREET NW"	"WASHINGTON"	"DC"	"20045"	"2"	"2F"	"FIRST"	"38.896956"	"-77.031233"
"ABRA-085617"	"70107786"	"AED, LLC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2014-09-01T00:00:00.000Z"	"2016-08-31T00:00:00.000Z"	"2014-07-18T00:00:00.000Z"	"84 T STREET NW"	"WASHINGTON"	"DC"	"20001"	"5"	"5C"	"FIFTH"	"38.915421"	"-77.011843"
"ABRA-095964"	"931314000114"	"AFTER PEACOCK ROOM INC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2016-02-01T00:00:00.000Z"	"2018-01-31T00:00:00.000Z"	"2016-01-15T00:00:00.000Z"	"2622 P STREET NW"	"WASHINGTON"	"DC"	"20007"	"2"	"2E"	"SECOND"	"38.909217"	"-77.055494"
"ABRA-098029"	"65004940"	"AGORA INC"	"C"		"Active"	"ACTIVE"	"Restaurant"	"2015-09-01T00:00:00.000Z"	"2017-08-31T00:00:00.000Z"	"2015-07-04T00:00:00.000Z"	"1527 17TH STREET NW"	"WASHINGTON"	"DC"	"20036"	"2"	"2B"	"SECOND"	"38.910676"	"-77.038172"
	"39901970"	"AHMED GROUP INC"				"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"1201 TUCKERMAN STREET NW"	"WASHINGTON"	"DC"	"20011"	"4"	"4A"	"FOURTH"	"38.96761"	"-77.027809"
	"39901970"	"AHMED GROUP INC"				"ACTIVE"	"Restaurant"	"2016-05-01T00:00:00.000Z"	"2018-04-30T00:00:00.000Z"	"2016-04-01T00:00:00.000Z"	"1201 TUCKERMAN STREET NW"	"WASHINGTON"	"DC"	"20011"	"4"	"4A"	"FOURTH"	"38.96761"	"-77.027809"
"ABRA-092842"	"931314000030"	"AHOLD USA LICENSING DEPARTMENT"	"B"		"Active"	"ACTIVE"	"Restaurant"	"2015-11-01T00:00:00.000Z"	"2017-10-31T00:00:00.000Z"	"2015-09-17T00:00:00.000Z"	"1400 7TH STREET NW"	"WASHINGTON"	"DC"	"20001"	"6"	"2C"	"THIRD"	"38.908763"	"-77.022123"
